NSE	9049	ROTO	ROTO-EQ	EQ	1011980	5	1	EQ	0	2	1	INE535D01037	1	ROTO PUMPS LIMITED
NSE	19410	ROSSARI	ROSSARI-EQ	EQ	1011980	5	1	EQ	0	2	1	INE02A801020	1	ROSSARI BIOTECH LIMITED
NSE	359	ROML	ROML-EQ	EQ	1011980	1	1	EQ	0	2	1	INE294G01026	1	RAJ OIL MILLS LIMITED
NSE	5279	ROLEXRINGS	ROLEXRINGS-EQ	EQ	1011980	10	1	EQ	0	2	1	INE645S01016	1	ROLEX RINGS LIMITED
NSE	13182	ROHLTD	ROHLTD-EQ	EQ	1011980	5	1	EQ	0	2	1	INE283H01019	1	ROYAL ORCHID HOTELS LTD
NSE	11975	RML	RML-EQ	EQ	1011980	5	1	EQ	0	2	1	INE050H01012	1	RANE (MADRAS) LIMITED
NSE	23043	RKSWAMY	RKSWAMY-EQ	EQ	1011980	1	1	EQ	0	2	1	INE0NQ801033	1	R K SWAMY LIMITED
NSE	11411	RKFORGE	RKFORGE-EQ	EQ	1011980	5	1	EQ	0	2	1	INE399G01023	1	RAMKRISHNA FORGINGS LTD
NSE	1547	RKEC	RKEC-EQ	EQ	1011980	1	1	EQ	0	2	1	INE786W01010	1	RKEC PROJECTS LIMITED
NSE	20950	RKDL	RKDL-EQ	EQ	1011980	1	1	EQ	0	2	1	INE722J01012	1	RAVI KUMAR DIST. LTD.
NSE	3761	RITES	RITES-EQ	EQ	1011980	5	1	EQ	0	2	1	INE320J01015	1	RITES LIMITED
NSE	8944	RITCO	RITCO-EQ	EQ	1011980	5	1	EQ	0	2	1	INE01EG01016	1	RITCO LOGISTICS LIMITED
NSE	18417	RISHABH	RISHABH-EQ	EQ	1011980	5	1	EQ	0	2	1	INE0N2P01017	1	RISHABH INSTRUMENTS LTD
NSE	2912	RIIL	RIIL-EQ	EQ	1011980	5	1	EQ	0	2	1	INE046A01015	1	RELIANCE INDUSTRIAL INFRA
NSE	2909	RICOAUTO	RICOAUTO-EQ	EQ	1011980	1	1	EQ	0	2	1	INE209B01025	1	RICO AUTO INDUSTRIES LTD
NSE	15157	RHL	RHL-EQ	EQ	1011980	1	1	EQ	0	2	1	INE508K01013	1	ROBUST HOTELS LIMITED
NSE	31163	RHIM	RHIM-EQ	EQ	1011980	5	1	EQ	0	2	1	INE743M01012	1	RHI MAGNESITA INDIA LTD
NSE	15129	RGL	RGL-EQ	EQ	1011980	1	1	EQ	0	2	1	INE722H01024	1	RENAISSANCE GLOBAL LTD
NSE	24145	RETAIL	RETAIL-EQ	EQ	1011980	1	1	EQ	0	2	1	INE03DD01011	1	JHS SVENDGAARD RETAIL V L
NSE	20323	RESPONIND	RESPONIND-EQ	EQ	1011980	1	1	EQ	0	2	1	INE688D01026	1	RESPONSIVE INDUSTRIES LTD
NSE	13126	REPRO	REPRO-EQ	EQ	1011980	5	1	EQ	0	2	1	INE461B01014	1	REPRO INDIA LIMITED
NSE	1480	REPL	REPL-EQ	EQ	1011980	1	1	EQ	0	2	1	INE364Z01019	1	RUDRABHISHEK ENTERP LTD
NSE	29598	REPCOHOME	REPCOHOME-EQ	EQ	1011980	5	1	EQ	0	2	1	INE612J01015	1	REPCO HOME FINANCE LTD
NSE	12026	RENUKA	RENUKA-EQ	EQ	1011980	1	1	EQ	0	2	1	INE087H01022	1	SHREE RENUKA SUGARS LTD
NSE	3965	REMSONSIND	REMSONSIND-EQ	EQ	1011980	1	1	EQ	0	2	1	INE474C01023	1	REMSONS INDUSTRIES LTD
NSE	24596	RELTD	RELTD-EQ	EQ	1011980	1	1	EQ	0	2	1	INE206N01018	1	RAVINDRA ENERGY LIMITED
NSE	15068	RELIGARE	RELIGARE-EQ	EQ	1011980	1	1	EQ	0	2	1	INE621H01010	1	RELIGARE ENTER. LTD.
NSE	2885	RELIANCE	RELIANCE-EQ	EQ	1011980	10	1	EQ	0	2	1	INE002A01018	1	RELIANCE INDUSTRIES LTD
NSE	24378	RELIABLE	RELIABLE-EQ	EQ	1011980	1	1	EQ	0	2	1	INE375Y01018	1	RELIABLE DATA SERVICE LTD
NSE	9652	RELCHEMQ	RELCHEMQ-EQ	EQ	1011980	1	1	EQ	0	2	1	INE750D01016	1	RELIANCE CHEMOTEX IND LTD
NSE	24225	RELAXO	RELAXO-EQ	EQ	1011980	5	1	EQ	0	2	1	INE131B01039	1	RELAXO FOOT LTD.
NSE	17764	REFEX	REFEX-EQ	EQ	1011980	5	1	EQ	0	2	1	INE056I01025	1	REFEX INDUSTRIES LIMITED
NSE	17859	REDTAPE	REDTAPE-EQ	EQ	1011980	1	1	EQ	0	2	1	INE0LXT01019	1	REDTAPE LIMITED
NSE	14255	REDINGTON	REDINGTON-EQ	EQ	1011980	5	1	EQ	0	2	1	INE891D01026	1	REDINGTON LIMITED
NSE	15355	RECLTD	RECLTD-EQ	EQ	1011980	5	1	EQ	0	2	1	INE020B01018	1	REC LIMITED
NSE	2866	RCF	RCF-EQ	EQ	1011980	1	1	EQ	0	2	1	INE027A01015	1	RASHTRIYA CHEMICALS & FER
NSE	18391	RBLBANK	RBLBANK-EQ	EQ	1011980	1	1	EQ	0	2	1	INE976G01028	1	RBL BANK LIMITED
NSE	1494	RBA	RBA-EQ	EQ	1011980	1	1	EQ	0	2	1	INE07T201019	1	RESTAURANT BRAND ASIA LTD
NSE	25073	RAYMONDLSL	RAYMONDLSL-EQ	EQ	1011980	10	1	EQ	0	2	1	INE02ID01020	1	RAYMOND LIFESTYLE LIMITED
NSE	2859	RAYMOND	RAYMOND-EQ	EQ	1011980	5	1	EQ	0	2	1	INE301A01014	1	RAYMOND LTD
NSE	18423	RATNAVEER	RATNAVEER-EQ	EQ	1011980	1	1	EQ	0	2	1	INE05CZ01011	1	RATNAVEER PRECISION ENG L
NSE	13451	RATNAMANI	RATNAMANI-EQ	EQ	1011980	10	1	EQ	0	2	1	INE703B01027	1	RATNAMANI MET & TUB LTD.
NSE	7177	RATEGAIN	RATEGAIN-EQ	EQ	1011980	5	1	EQ	0	2	1	INE0CLI01024	1	RATEGAIN TRAVEL TECHN LTD
NSE	2844	RANEHOLDIN	RANEHOLDIN-EQ	EQ	1011980	10	1	EQ	0	2	1	INE384A01010	1	RANE HOLDINGS LIMITED
NSE	2837	RANASUG	RANASUG-EQ	EQ	1011980	1	1	EQ	0	2	1	INE625B01014	1	RANA SUGARS LTD.
NSE	10485	RAMRAT	RAMRAT-EQ	EQ	1011980	5	1	EQ	0	2	1	INE207E01023	1	RAM RATNA WIRES LIMITED
NSE	20134	RAMKY	RAMKY-EQ	EQ	1011980	5	1	EQ	0	2	1	INE874I01013	1	RAMKY INFRA LTD
NSE	7851	RAMCOSYS	RAMCOSYS-EQ	EQ	1011980	5	1	EQ	0	2	1	INE246B01019	1	RAMCO SYSTEMS LTD.
NSE	4587	RAMCOIND	RAMCOIND-EQ	EQ	1011980	5	1	EQ	0	2	1	INE614A01028	1	RAMCO INDUSTRIES LIMITED
NSE	2043	RAMCOCEM	RAMCOCEM-EQ	EQ	1011980	5	1	EQ	0	2	1	INE331A01037	1	THE RAMCO CEMENTS LIMITED
NSE	10300	RAMASTEEL	RAMASTEEL-EQ	EQ	1011980	1	1	EQ	0	2	1	INE230R01035	1	RAMA STEEL TUBES LIMITED
NSE	2816	RALLIS	RALLIS-EQ	EQ	1011980	5	1	EQ	0	2	1	INE613A01020	1	RALLIS INDIA LTD
NSE	2809	RAJSREESUG	RAJSREESUG-EQ	EQ	1011980	1	1	EQ	0	2	1	INE562B01019	1	RAJSHREE SUGAR & CHEMICAL
NSE	18962	RAJRATAN	RAJRATAN-EQ	EQ	1011980	5	1	EQ	0	2	1	INE451D01029	1	RAJRATAN GLOBAL WIRE LTD
NSE	757049	RAJOOENG	RAJOOENG-EQ	EQ	1011980	1	1	EQ	0	2	1	INE535F01024	1	RAJOO ENGINEERS LIMITED
NSE	7401	RAJESHEXPO	RAJESHEXPO-EQ	EQ	1011980	1	1	EQ	0	2	1	INE343B01030	1	RAJESH EXPORTS LTD
NSE	9408	RAINBOW	RAINBOW-EQ	EQ	1011980	10	1	EQ	0	2	1	INE961O01016	1	RAINBOW CHILDRENS MED LTD
NSE	15337	RAIN	RAIN-EQ	EQ	1011980	1	1	EQ	0	2	1	INE855B01025	1	RAIN INDUSTRIES LIMITED
NSE	2431	RAILTEL	RAILTEL-EQ	EQ	1011980	5	1	EQ	0	2	1	INE0DD101019	1	RAILTEL CORP OF IND LTD
NSE	19877	RADIOCITY	RADIOCITY-EQ	EQ	1011980	1	1	EQ	0	2	1	INE919I01024	1	MUSIC BROADCAST LIMITED
NSE	10990	RADICO	RADICO-EQ	EQ	1011980	10	1	EQ	0	2	1	INE944F01028	1	RADICO KHAITAN LTD
NSE	13580	RADIANTCMS	RADIANTCMS-EQ	EQ	1011980	1	1	EQ	0	2	1	INE855R01021	1	RADIANT CASH MGMT SER LTD
NSE	10343	RADHIKAJWE	RADHIKAJWE-EQ	EQ	1011980	1	1	EQ	0	2	1	INE583V01021	1	RADHIKA JEWELTECH LIMITED
NSE	10932	RADAAN	RADAAN-EQ	EQ	1011980	1	1	EQ	0	2	1	INE874F01027	1	RADAAN MEDIAWORKS (I) LTD
NSE	27171	RACLGEAR	RACLGEAR-EQ	EQ	1011980	5	1	EQ	0	2	1	INE704B01017	1	RACL GEARTECH LIMITED
NSE	15391	RACE	RACE-EQ	EQ	1011980	5	1	EQ	0	2	1	INE084Q01012	1	RACE ECO CHAIN LIMITED
NSE	13116	QUICKHEAL	QUICKHEAL-EQ	EQ	1011980	5	1	EQ	0	2	1	INE306L01010	1	QUICK HEAL TECH LTD
NSE	17704	QUESS	QUESS-EQ	EQ	1011980	5	1	EQ	0	2	1	INE615P01015	1	QUESS CORP LIMITED

